battlevalue,componentsubtype,componenttype,description_cost,description_id,inventorysize,prefabidentifier,tonnage,description_details,allowedlocations,bonusvaluea,bonusvalueb,componenttags_items,componenttags_tagsetsourcefile,criticalcomponent,custom_armorrepair,custom_armorstructurechanges,custom_bonusdescriptions,custom_case,custom_category,custom_color,custom_flags,custom_inventorysorter,custom_linked,custom_weights,custom_workordercosts,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,statuseffects,custom_activatablecomponent,custom_criticaleffects,custom_errormessage,jumpcapacity,maxtonnage,mintonnage,absolutemodifier,relativemodifier,custom_armactuator,custom_handheld,custom_mechconfiguration,custom_sorter,dissipationcapacity,custom_dynamicslots,auras,custom_componentexplosion,custom_trgbcolor,custom_lootable,custom_structurerepair,custom_enginecore,custom_engineheatblock,custom_cooling,custom_tsminfo,custom_criticalhitstates,custom_engineheatsink,custom_requiredcategories,custom_tonnagelimit,custom_vehiclecriticaleffects
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_MedRange""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""AccuracyMR: +1"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""BCMediumRange""}]",,,"{""SortKey"":""00027""}",,,,"""AdvancedTC""","""SLDF""","""Cameron VII""","""battleComputer Medium Range""",true,8,"""BC Medium Range""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""range bracket bonus accuracy"",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""RangeBracketBonusAccMR"",""Name"":""Bonus Accuracy at range""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""-1.0"",""operation"":""Float_Add"",""statName"":""CACMediumRangeAccuracyMod""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_MinRange""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""AccuracyMin: +2"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""BCMinRange""}]",,,"{""SortKey"":""00027""}",,,,"""AdvancedTC""","""SLDF""","""Cameron VII""","""battleComputer Criticals""",true,8,"""BC Minimum Range""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""range bracket bonus accuracy"",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""RangeBracketBonusAccMinR"",""Name"":""Bonus Accuracy at range""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""-2.0"",""operation"":""Float_Add"",""statName"":""CACMinRangeAccuracyMod""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_MultiTrack""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""MultiTracker"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""BCMultiTrac""},{""CategoryID"":""MultiTracker""}]",,,"{""SortKey"":""00027""}",,,,"""uixSvgIcon_action_multitarget""","""SLDF""","""Cameron VII""","""battleComputer Criticals""",true,8,"""BC Multi-Trac""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""Enables multi-target."",""Icon"":""uixSvgIcon_equipment_ActuatorArm"",""Id"":""IRAllowMultiTargetEffect"",""Name"":""IRMULTITARGET""},""durationData"":{""clearedWhenAttacked"":false,""duration"":-1,""stackLimit"":-1,""ticksOnActivations"":false,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":false},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Boolean"",""modValue"":""true"",""operation"":""Set"",""statName"":""IRAllowMultiTarget""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_Optics""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""NewAdvancedZoom: 810"",""ThermalVision: 2, 60, 220"",""NightVision"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""AdvZoom""},{""CategoryID"":""ThermalVision""},{""CategoryID"":""BCOptics""}]",,,"{""SortKey"":""00027""}",,,,"""AdvancedTC""","""Mitchell""","""Eagle-Eye 2000""","""battleComputer Optics""",true,8,"""BC Optics""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""PASSIVE: Enables Night Vision."",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""NightVision"",""Name"":""Night Vision Mode""},""durationData"":{""duration"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Boolean"",""modValue"":""true"",""operation"":""Set"",""statName"":""LV_NIGHT_VISION""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""range bracket bonus accuracy"",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""Zoom Vision Effect"",""Name"":""Bonus Accuracy at range""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.String"",""modValue"":""-1_0_27"",""operation"":""Set"",""statName"":""LV_ZOOM_VISION""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""heat bonus accuracy"",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""Heat Vision Effect"",""Name"":""Bonus Accuracy against heat""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.String"",""modValue"":""-2_60_220"",""operation"":""Set"",""statName"":""LV_HEAT_VISION""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_Range""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""Range: 10%"",""MinRange: -50%"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""BCRange""}]",,,"{""SortKey"":""00027""}",,,,"""AdvancedTC""","""Longfire""","""Wildcat X""","""BC Range""",true,8,"""BC Range""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""This unit fires Extreme Range LRM's."",""Icon"":""uixSvgIcon_action_evasivemove"",""Id"":""StatusEffect_BCRANGE_MIN"",""Name"":""TTS3NRGMINRANGE""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""MinRange"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""DF Minrange by 50m"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""StatusEffect_BCRANGE_SHORT"",""Name"":""TTS3NRGSHORTRANGE""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""ShortRange"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""DF Minrange by 50m"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""StatusEffect_BCRANGE_MEDIUM"",""Name"":""TTS3NRGMEDRANGE""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""MediumRange"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""DF Minrange by 50m"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""StatusEffect_BCRANGE_LONG"",""Name"":""TTS3NRGLONGRANGE""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.1"",""operation"":""Float_Multiply"",""statName"":""LongRange"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""DF Minrange by 50m"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""StatusEffect_BCRANGE_MAX"",""Name"":""TTS3NRGMAXRANGE""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.15"",""operation"":""Float_Multiply"",""statName"":""MaxRange"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1020000,"""Gear_TargetingTrackingSystem_ShortRange""",1,"""""",1,"""Battle Computers are Modular Pieces that can be added to a Targeting Computer FCS, greatly enhancing the Combat capabilities of any Mech it is installed on.""","""All""","""""","""""","[""component_type_variant"",""BattleComputer""]","""""",false,,,"{""Bonuses"":[""AccuracySR: +1"",""CalledShot: 4%"",""BattleComputer""]}",,"[{""CategoryID"":""BCShortRange""}]",,,"{""SortKey"":""00027""}",,,,"""AdvancedTC""","""SLDF""","""Cameron VII""","""battleComputer Short Range""",true,8,"""BC Short Range""","""All""","[{""Description"":{""Details"":""Called Shots twice as reliable"",""Icon"":""uixSvgIcon_ability_mastertactician"",""Id"":""BC_CALLED_SHOT"",""Name"":""Improved Called Shot""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.04"",""operation"":""Float_Multiply"",""statName"":""CalledShotBonusMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive""}},{""Description"":{""Details"":""range bracket bonus accuracy"",""Icon"":""uixSvgIcon_ability_precisionstrike"",""Id"":""RangeBracketBonusAccSR"",""Name"":""Bonus Accuracy at range""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""-1.0"",""operation"":""Float_Add"",""statName"":""CACShortRangeAccuracyMod""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1000000,"""Gear_Active_Camouflage""",1,"""""",0,"""Active Camouflage Systems can be added to a existing Stealth Armour giving it Mimetic capabilities. Reserves 1 slot in every Location except the Head and requires a Stealth Armour.""","""CenterTorso""","""Bulwark""","""Requires ECM""","[""component_type_stock"",""StealthArmor""]","""""",false,"{""ArmorCBCost"":1.2,""ArmorTPCost"":1.15}",,"{""Bonuses"":[""MimeticEnhance"",""MimeticStealth: 35%, 4, 3"",""StealthReserved: 1"",""Visibility: -40%"",""ActiveTEHeatgen: +10%"",""ActiveHeatPerTurn: +5"",""ReqECM"",""ArmorTPCost: 15%"",""ArmorCBCost: 20%""]}",,"[{""CategoryID"":""MimeticSystemAdd""}]","{""UIColor"":""Gold""}","{""flags"":[""not_broken""]}","{""SortKey"":""00009""}","{""Links"":[{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""LeftTorso""},{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""RightTorso""},{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""LeftArm""},{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""RightArm""},{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""LeftLeg""},{""ComponentDefId"":""Linked_ActiveCamouflage"",""Location"":""RightLeg""}]}",,"{""Install"":{""CBillCost"":""1100 * [[Chassis.Tonnage]] * [[Chassis.Tonnage]] / 20"",""TechCost"":""1.6 * [[Chassis.Tonnage]] / 15""}}","""StealthArmor""","""Prototype""","""Active Camouflage System""","""Active Camouflage System""",true,8,"""Active Camouflage""","""All""",[],"{""ActivationIsBuff"":true,""ActivationMessage"":""Camouflaged"",""ActiveByDefault"":true,""ButtonName"":""Camouflage"",""CanNotBeActivatedManualy"":false,""DeactivationMessage"":""Camouflage Off"",""Linkage"":{""OnActivate"":{""Activate"":[],""Deactivate"":[""ECCM""]},""OnDeactivate"":{""Activate"":[],""Deactivate"":[]}},""NoUniqueCheck"":true,""offlineStatusEffects"":[],""statusEffects"":[{""Description"":{""Details"":""Makes the carrier much harder to see with eyes"",""Icon"":""uixSvgIcon_status_ECM-ghost"",""Id"":""LV_MIMETIC"",""Name"":""MIMETIC ARMOR""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.String"",""modValue"":""0.65_4_3"",""operation"":""Set"",""statName"":""LV_MIMETIC""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}},{""Description"":{""Details"":""Visibility Statuseffect."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""Stealth_Visibility_Decrease_Stealth"",""Name"":""Stealth Visbility Decrease""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.6"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Heat generation"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""Stealth_Heat_Generation_Stealth"",""Name"":""Increased Heat""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.10"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Heat Capacity Penalty"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""Stealth_Heat_Capacity_Stealth"",""Name"":""Decreased Heat Capacity""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""-5"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]}","{""LinkedStatisticName"":""Active Camouflage""}",,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1000000,"""Gear_FCS_Clan_ARTEMISIV""",2,"""""",1.5,"""The XXXII Fire Control System is just one of many in a long line of Fire Control Systems developed by the Clans during their Exodus from the Inner Sphere. The XXXII was the first true home grown Clan Fire Control System that was fielded in high number on Long Range Missile equipped BattleMechs. <b><color=#F79232>Cannot be used with other Missile TTS and enables using Artemis IV Ammo.</color></b>""","""Head""","""+ 2 Direct-Fire Missile Acc|""","""+ 1 Indirect Missile Acc.""","[""component_type_stock"",""ClanFCS""]","""""",false,,,"{""Bonuses"":[""ArtemisIV"",""MissileClustering: +10"",""FCS""]}",,"[{""CategoryID"":""ArtemisTTS""},{""CategoryID"":""CockpitFCS""}]",,,"{""SortKey"":""00201""}",,,,"""targeting""","""Clan Widowmaker""","""Series XXXII Multitrack With Artemis IV""","""Clan Artemis IV FCS""",true,7,"""FCS Artemis IV (C)""","""All""","[{""Description"":{""Details"":""Substantially increases the clustering of this unit's LRM weapons and boosts the stability damage of SRMs by 50%."",""Icon"":""UixSvgIcon_specialEquip_System"",""Id"":""StatusEffect-EnhMS-ClusterBonusLRM"",""Name"":""MISSILERY SUITE""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""10"",""operation"":""Float_Add"",""statName"":""ClusteringModifier"",""targetCollection"":""Weapon"",""targetWeaponCategory"":""Missile""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1000000,"""Gear_TargetingTrackingSystem_I3F3""",1,"""""",1,"""All 'Mechs come equipped with a stock targeting and tracking system—TTS—which can be upgraded for improved performance. Depending on its type, the TTS increases accuracy when attacking with Ballistic, Energy, or Missile weaponry. Does not stack with same type but different tiers do.""","""Head""","""+ 3 Acc. (Indirect)""","""""","[""component_type_variant"",""component_type_variant3""]","""""",false,,,"{""Bonuses"":[""IndirectAcc: +4"",""FCS""]}",,"[{""CategoryID"":""CockpitFCS""}]",,,"{""SortKey"":""00201""}",,,,"""targeting""","""Intek""","""I3F300""","""Intek Improved Indirect Fire 300""",true,4,"""FCS Indirect + +""","""All""","[{""Description"":{""Details"":""Indirect Missiles Attacks gain +3 accuracy."",""Icon"":""targeting"",""Id"":""StatusEffect-I3F300"",""Name"":""Indirect Fire Improved""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""-4.0"",""operation"":""Float_Add"",""statName"":""ToHitIndirectModifier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
0,"""NotSet""","""Upgrade""",1000000,"""Gear_armorslots_MimeticArmor""",1,"""""",0,"""A precursor to the Void Signature System, the Mimetic Armor allows a unit to visually meld with its surroundings, making it harder to spot and track in battle. Reserves 1 slot in every Location except the Head and requires an ECM.""","""CenterTorso""","""Bulwark""","""Requires ECM""","[""component_type_stock"",""StealthArmor""]","""""",false,"{""ArmorCBCost"":1.3,""ArmorTPCost"":1.25}",,"{""Bonuses"":[""Mimetic"",""MimeticStealth: 50%, 5, 5"",""Reserved: 6"",""ActiveVisibility: -60%"",""ActiveSignature: -10%"",""ActiveTEHeatgen: +5%"",""ActiveHeatPerTurn: +6"",""ReqECM"",""ArmorTPCost: 25%"",""ArmorCBCost: 30%""]}",,"[{""CategoryID"":""Armor""},{""CategoryID"":""MimeticSystem""}]","{""UIColor"":""Gold""}","{""flags"":[""not_broken""]}","{""SortKey"":""00009""}","{""Links"":[{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""LeftTorso""},{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""RightTorso""},{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""LeftArm""},{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""RightArm""},{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""LeftLeg""},{""ComponentDefId"":""Linked_MimeticArmor"",""Location"":""RightLeg""}]}",,"{""Install"":{""CBillCost"":""1100 * [[Chassis.Tonnage]] * [[Chassis.Tonnage]] / 20"",""TechCost"":""1.6 * [[Chassis.Tonnage]] / 15""}}","""StealthArmor""","""Prototype""","""Mimetic Armor""","""Mimetic Armor""",true,6,"""Mimetic Armor""","""All""",[],"{""ActivationIsBuff"":true,""ActivationMessage"":""Mimetic On"",""ActiveByDefault"":true,""ButtonName"":""Stealth"",""CanNotBeActivatedManualy"":false,""DeactivationMessage"":""Mimetic Off"",""Linkage"":{""OnActivate"":{""Activate"":[""Damper"",""ECM Mode""],""Deactivate"":[]},""OnDeactivate"":{""Activate"":[],""Deactivate"":[""Damper""]}},""NoUniqueCheck"":true,""offlineStatusEffects"":[],""statusEffects"":[{""Description"":{""Details"":""Makes the carrier much harder to see with eyes"",""Icon"":""uixSvgIcon_status_ECM-ghost"",""Id"":""LV_MIMETIC"",""Name"":""MIMETIC ARMOR""},""durationData"":{""duration"":-1,""stackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.String"",""modValue"":""0.5_5_5"",""operation"":""Set"",""statName"":""LV_MIMETIC""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}},{""Description"":{""Details"":""Signature Statuseffect."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""Stealth_Signature_Decrease_Stealth"",""Name"":""Stealth Signature Decrease""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.9"",""operation"":""Float_Multiply"",""statName"":""SensorSignatureModifier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Visibility Statuseffect."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""Stealth_Visibility_Decrease_Stealth"",""Name"":""Stealth Visbility Decrease""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.4"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Heat generation"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""Stealth_Heat_Generation_Stealth"",""Name"":""Increased Heat""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.05"",""operation"":""Float_Multiply"",""statName"":""HeatGenerated"",""targetCollection"":""Weapon""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Heat Capacity Penalty"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""Stealth_Heat_Capacity_Stealth"",""Name"":""Decreased Heat Capacity""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""-6"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}}]}","{""LinkedStatisticName"":""Mimetic Armor""}","""Stealth Armor requires a ECM!""",,,,0,0,,,,,,,,,,,,,,,,,,,,
