battlevalue,componentsubtype,componenttype,description_cost,description_id,inventorysize,prefabidentifier,tonnage,description_details,allowedlocations,ammoid,bonusvaluea,bonusvalueb,capacity,componenttags_items,componenttags_tagsetsourcefile,criticalcomponent,custom_bonusdescriptions,custom_category,custom_flags,custom_inventorysorter,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,statuseffects,custom_componentexplosion,custom_volatileammo,custom_trgbcolor,canexplode,custom_requiredcategory,custom_tag
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_Heavy_GAUSS""",1,"""""",1,"""Heavy Gauss ammo fires a heavier projectile drastically reducing range but increasing the damage profile. <b><color=#099ff2>Does not explode.</color></b>\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HGAUSS""","""+25% DMG|-1Accuracy|""","""-50%Range.""",4,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HeavyGaussAmmo: 4"",""InertAmmo""]}","[{""CategoryID"":""a/a/g/gaussrifle""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000029""}","""HeavyGauss""","""Generic""","""GAUSS""","""Gauss Heavy Ammo""",true,1,"""Ammo Heavy Gauss""","""All""",[],,,,,,
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_Hyper_GAUSS""",1,"""""",1,"""Hyper Assault Gauss Rifles fire a multitude of Small Caliber Gauss slugs akin to a Rotary AutoCannon, shredding its target. <b><color=#099ff2>Does not explode.</color></b>\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HYPERGAUSS""","""+25% DMG|-1Accuracy|""","""-50%Range.""",12,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HyperGaussAmmo: 12"",""InertAmmo""]}","[{""CategoryID"":""a/a/g/hag""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000030""}","""HAGR""","""Generic""","""GAUSS""","""Gauss Heavy Ammo""",true,1,"""Ammo Hyper Gauss""","""All""",[],,,,,,
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_Hyper_GAUSS_double""",2,"""""",2,"""Hyper Assault Gauss Rifles fire a multitude of Small Caliber Gauss slugs akin to a Rotary AutoCannon, shredding its target. <b><color=#099ff2>Does not explode.</color></b>\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HYPERGAUSS""","""+25% DMG|-1Accuracy|""","""-50%Range.""",30,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HyperGaussAmmo: 30"",""InertAmmo""]}","[{""CategoryID"":""a/a/g/hag""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000030""}","""HAGR""","""Generic""","""GAUSS""","""Gauss Heavy Ammo""",true,1,"""Ammo Hyper Gauss [DBL]""","""All""",[],,,,,,
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_LBX_CLUSTER_AC10""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LBX10_CLUSTER""","""""","""""",10,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""WpnCrits: +50%"",""WpnAccuracy: +1"",""PipsIgnored: +1"",""LBXCluster: 10"",""LBXClusterPenalty: 20%"",""LBXClusterRange: 90"",""DoesCluster"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +3"",""LBX10ClusterAmmo: 10""]}","[{""CategoryID"":""a/a/a/lbx""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000015""}","""LBX""","""Generic""","""LBX10CLUSTER""","""LBX10 Cluster Ammo""",true,1,"""Ammo LBX/10 CLUSTER""","""All""",[],"{""ExplosionDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}",,,,,
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_Light_GAUSS""",1,"""""",1,"""Light Gauss have a better ballistic profile allowing a slug to travel further but have reduced damage and a longer minimum range. <b><color=#099ff2>Does not explode.</color></b>\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LGAUSS""","""-40% DMG|+1Accuracy|""","""+30%Range.""",16,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""LightGaussAmmo: 16"",""InertAmmo""]}","[{""CategoryID"":""a/a/g/gaussrifle""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000027""}","""LightGauss""","""Generic""","""GAUSS""","""Gauss Light Ammo""",true,1,"""Ammo Light Gauss""","""All""",[],,,,,,
0,"""Ammunition""","""AmmunitionBox""",90000,"""Ammo_AmmunitionBox_Light_GAUSS_half""",1,"""""",0.5,"""Light Gauss have a better ballistic profile allowing a slug to travel further but have reduced damage and a longer minimum range. <b><color=#099ff2>Does not explode.</color></b>\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LGAUSS""","""-40% DMG|+1Accuracy|""","""+30%Range.""",8,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""LightGaussAmmo: 8"",""InertAmmo""]}","[{""CategoryID"":""a/a/g/gaussrifle""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000027""}","""LightGauss""","""Generic""","""GAUSS""","""Gauss Light Ammo""",true,1,"""Ammo Light Gauss [Half]""","""All""",[],,,,,,
100,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Precision_AC20""",1,"""""",1,"""Precision AC Ammo carries self-guided gyrojet shells increasing accuracy. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC20_Precision""","""""","""""",3,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""PipsIgnored: 2"",""AC20Ammo: 3""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000008""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC20 Precision""","""AC/20 Precision Ammo""",true,3,"""Ammo AC/20 [PRE]""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,"{""Color"":""#0000CD"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_AP_AC20""",1,"""""",1,"""Armour Piercing AC Ammo grants an increased chance for critical hits. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC20_AP""","""+100% Crit.""","""""",3,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""TAC: +50%"",""Crits: +50%"",""ThroughArmorDamage: 15"",""ACDamage: -50%"",""WpnAccuracy: -1"",""AC20Ammo: 3""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000008""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC20 AP""","""AC/20 AP Ammo""",true,6,"""Ammo AC/20 [AP]""","""All""",[],"{""ExplosionDamagePerAmmo"":50,""StabilityDamagePerAmmo"":12}",,"{""Color"":""#EE82EE"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Caseless_AC5""",1,"""""",1,"""Caseless autocannon ammunition was developed by the Federated Commonwealth to provide more ammunition. Instead of a standard metal or plastic shell casing filled with propellant, the caseless autocannon round had the propellant 'packed' around the projectile. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC5_Caseless""","""+50% Ammo|""","""+2 Recoil""",40,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""AmmoJAMFlat: 11%"",""AmmoDamage: -10%"",""AC5Ammo: 40"",""Caseless"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000006""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC5 Caseless""","""AC/5 Caseless Ammo""",true,5,"""Ammo AC/5 [CL]""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}","{""damageWeighting"":1}","{""Color"":""#FAED39"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_HVAC_AC20""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HVAC20""","""""","""""",4,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""HVAC20Ammo: 4""]}","[{""CategoryID"":""a/a/a/hvac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000021""}","""HVAC""","""Generic""","""HVAC20""","""HVAC/20 Ammo""",true,1,"""Ammo HVAC/20""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Incendiary_AC20""",1,"""""",1,"""Incendiary ammunition can be used in standard autocannons and their lighter cousins. Developed by NAIS scientists from the Federated Suns, these autocannon rounds contained an Inferno warhead and were covered in a thin coat of magnesium. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC20_Incendiary""","""+100% Crit.""","""""",5,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""HeatDamage: +40"",""ACDamage: -40%"",""Inferno: 20"",""AC20Ammo: 5"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000008""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC20 INC""","""AC/20 Incdendiary Ammo""",true,3,"""Ammo AC/20 [INC]""","""All""",[],"{""ExplosionDamagePerAmmo"":60,""HeatDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}","{""damageWeighting"":1}","{""Color"":""#DC143C"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_LBX_AOE_AC20""",1,"""""",1,"""In an attempt to Improve the Combat Profile of LBX AutoCannons RISC Engineers created a completely new HE Shell. It causes massive explosion around the Impact. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LBX20_AOE""","""""","""""",5,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""AreaOfEffectConversion: 75"",""AreaOfEffect: 75"",""AmmoJAMFlat: 20%"",""LBX20AOEAmmo: 5"",""MineClearanceBoom: 3""]}","[{""CategoryID"":""a/a/a/lbx""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000016""}","""LBX""","""RISC""","""LBX20AOE""","""LBX20 AOE Ammo""",true,1,"""Ammo LBX/20 HE""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_LBX_SLUG_AC20""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LBX20_SLUG""","""""","""""",5,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""LBX20SlugAmmo: 5""]}","[{""CategoryID"":""a/a/a/lbx""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000016""}","""LBX""","""Generic""","""LBX20SLUG""","""LBX20 Slug Ammo""",true,1,"""Ammo LBX/20 SLUG""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Protected_AC20""",1,"""""",1,"""C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC20""","""""","""""",4,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""AC20Ammo: 4""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000008""}","""uixSvgIcon_ammoBox_Ballistic""","""CASE'd""","""AC20""","""AC/20 Ammo""",true,2,"""Ammo AC/20 [SAFE]""","""All""",[],"{""ExplosionDamagePerAmmo"":25,""StabilityDamagePerAmmo"":6}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Rotary_AC20""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RAC20""","""""","""""",5,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""RAC20Ammo: 5""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000025""}","""RotaryAC""","""Generic""","""RAC20""","""RAC/20 Ammo""",true,1,"""Ammo RAC/20""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Rotary_Protected_AC5""",1,"""""",1,"""C.A.S.E. equipped ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion, the plate nearest to the outside is jettisoned. Causing much of the explosive potential to expand towards the free space outside, and away from the mech. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_RAC5""","""""","""""",12,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""RAC5Ammo: 12""]}","[{""CategoryID"":""a/a/a/rac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000023""}","""RotaryAC""","""CASE'd""","""H/RAC5""","""H/RAC/5 Ammo""",true,5,"""Ammo Heavy RAC/5 SAFE""","""All""",[],"{""ExplosionDamagePerAmmo"":11,""StabilityDamagePerAmmo"":3}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Ultra_AC20""",1,"""""",1,"""Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_UAC20""","""""","""""",5,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""UAC20Ammo: 5""]}","[{""CategoryID"":""a/a/a/uac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000012""}","""UltraAC""","""Generic""","""UAC20""","""UAC/20 Ammo""",true,1,"""Ammo UAC/20""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,
0,"""Ammunition""","""AmmunitionBox""",80000,"""Ammo_AmmunitionBox_Ultra_Protected_AC5""",1,"""""",1,"""C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech. Once sensors have detected an ammunition explosion the plate nearest to the outside is jettisoned. Resulting in much of the explosive potential to expand towards the free space outside and away from the mech.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_UAC5""","""""","""""",12,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Protected: 75%"",""UAC5Ammo: 12""]}","[{""CategoryID"":""a/a/a/uac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000010""}","""UltraAC""","""CASE'd""","""UAC5""","""UAC/5 Ammo""",true,5,"""Ammo UAC/5 SAFE""","""All""",[],"{""ExplosionDamagePerAmmo"":11,""StabilityDamagePerAmmo"":3}",,,,,
0,"""Ammunition""","""AmmunitionBox""",75000,"""Ammo_AmmunitionBox_AugmentedThunder_LRM""",1,"""""",1,"""Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines which scatter out when fired. Augmented Thunder LRM's spread out in a Larger Area. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LRM_Thunder_Augmented""","""""","""""",120,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""LRMDamage: -80%"",""ThunderMines: 2"",""ThunderRadius: 6"",""ThunderChance: 50%"",""ThunderDamage: 4"",""WpnAccuracy: -5"",""MissileHP: 2"",""Thunder"",""NoAA"",""LRMAmmo: 120""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}","""lrm""","""Generic""","""LRM""","""LRM Ammo""",true,10,"""Ammo LRM Thunder Augmented""","""All""",[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,"{""Color"":""#8A2BE2"",""SkipText"":true}",,,
100,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_Precision_AC10""",1,"""""",1,"""Precision AC Ammo carries self-guided gyrojet shells increasing accuracy. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC10_Precision""","""""","""""",5,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""PipsIgnored: 2"",""AC10Ammo: 5""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000007""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC10 Precision""","""AC/10 Precision Ammo""",true,3,"""Ammo AC/10 [PRE]""","""All""",[],"{""ExplosionDamagePerAmmo"":60,""StabilityDamagePerAmmo"":15}",,"{""Color"":""#0000CD"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_AP_AC10""",1,"""""",1,"""Armour Piercing AC Ammo grants an increased chance for critical hits. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC10_AP""","""+100% Crit.""","""""",5,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""TAC: +50%"",""Crits: +50%"",""ThroughArmorDamage: 10"",""ACDamage: -50%"",""WpnAccuracy: -1"",""AC10Ammo: 5""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000007""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC10 AP""","""AC/10 AP Ammo""",true,6,"""Ammo AC/10 [AP]""","""All""",[],"{""ExplosionDamagePerAmmo"":30,""StabilityDamagePerAmmo"":7}",,"{""Color"":""#EE82EE"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_Caseless_AC2""",1,"""""",1,"""Caseless autocannon ammunition was developed by the Federated Commonwealth to provide more ammunition. Instead of a standard metal or plastic shell casing filled with propellant, the caseless autocannon round had the propellant 'packed' around the projectile. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC2_Caseless""","""+50% Ammo|""","""+2 Recoil.""",60,"[""component_type_variant"",""component_type_variant1""]","""""",false,"{""Bonuses"":[""AmmoJAMFlat: 11%"",""AmmoDamage: -10%"",""AC2Ammo: 60"",""Caseless"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000005""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC2 Caseless""","""AC/2 Caseless Ammo""",true,5,"""Ammo AC/2 [CL]""","""All""",[],"{""ExplosionDamagePerAmmo"":25,""StabilityDamagePerAmmo"":6}","{""damageWeighting"":1}","{""Color"":""#FAED39"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_FTL_HMRM""",1,"""""",1,"""The Follow The Leader Warhead (FTL) was developed during the Star League era, this alternate munition for LRM launchers functions like a standard LRM flight in every way except one: When a target is hit, every missile in the flight will hit. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_HMRM_FTL""","""""","""""",120,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""FTLLRM"",""MissileHP: 3"",""HMRMDamage: -1"",""HMRMAmmo: 120""]}","[{""CategoryID"":""a/m/s/hmrm""},{""CategoryID"":""LKMissile""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000042""}","""MRM""","""Generic""","""H-MRM FTL""","""H-MRM FTL Ammo""",true,5,"""Ammo H-MRM FTL""","""All""",[],"{""ExplosionDamagePerAmmo"":7,""StabilityDamagePerAmmo"":2}",,"{""Color"":""#44BBDF"",""SkipText"":true}",,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_Fascam_ArrowIV""",1,"""""",1,"""FASCAM (Field Artillery Scatterable Mines) rounds, contains small but powerful anti-vehicle and anti-personnel mines which scatter out when fired,. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_ArrowIV_Fascam""","""""","""""",5,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Thunder"",""ThunderMines: 60"",""ThunderRadius: 60"",""ThunderChance: 70%"",""ThunderDamage: 3"",""MissileHP: 20"",""ArrowIVAmmo: 5""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}","""ArrowIV""","""Generic""","""ArrowIV""","""ArrowIV Ammo""",true,1,"""Ammo ArrowIV FASCAM""","""All""",[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":30}",,,,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_Generic_AC5_double""",2,"""""",2,"""Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to fit 25% more shots into one location. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.\n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_AC5""","""""","""""",50,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Doubled"",""AC5Ammo: 50""]}","[{""CategoryID"":""a/a/a/ac""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000006""}","""uixSvgIcon_ammoBox_Ballistic""","""Generic""","""AC5""","""AC/5 Ammo""",true,5,"""Ammo AC/5 [DBL]""","""All""",[],"{""ExplosionDamagePerAmmo"":45,""StabilityDamagePerAmmo"":12}",,,,,
0,"""Ammunition""","""AmmunitionBox""",60000,"""Ammo_AmmunitionBox_Generic_LRM_double""",2,"""""",2,"""Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to fit 25% more shots into one location. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. \n\n <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>""","""All""","""Ammunition_LRM""","""""","""""",290,"[""component_type_stock""]","""""",false,"{""Bonuses"":[""Doubled"",""MissileHP: 2"",""LRMAmmo: 290""]}","[{""CategoryID"":""a/m/l/lrm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00040""}","""lrm""","""Generic""","""LRM""","""LRM Ammo""",true,5,"""Ammo LRM [DBL]""","""All""",[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,,,
